Fecha,Proyecto,Cadena,Sucursal,Upc,Item,Nombre,CostoUnidad,VentasUnidades,VentasImporte,ExistenciasUnidades,ExistenciasImporte
2016-12-01,SPINMASTER,JUGUETRON,"139 GALERIAS ATIZAPAN",11956019459,11956019459,"TMNT FIGURAS DE 6  CON SONIDO",348,0,0,517,210122
2016-12-01,SPINMASTER,JUGUETRON,"120 PUEBLA 5 DE MAYO",11956028035,11956028035,"PPG PLH 8 BASIC PLUSH AST MML 8PK",0,0,0,1134,501253
2016-12-01,SPINMASTER,JUGUETRON,"114 C. C. SANTA FE",11956020693,11956020693,"BATALLA DE LOS SEXOS",0,0,0,376,159204
2016-12-01,SPINMASTER,JUGUETRON,"120 PUEBLA 5 DE MAYO",11956020699,11956020699,"BGM HIJOS CONTRA PADRES",289,0,0,1134,501253
2016-12-01,SPINMASTER,JUGUETRON,"113 GALERIAS INSURGENTES",11956026555,11956026555,"BGM AVENTURAS PAW PATROL",239,0,0,398,164283
2016-12-01,SPINMASTER,JUGUETRON,"119 LERMA",11956026201,11956026201,"PAW INX TORRE",0,0,0,909,276892
2016-12-01,SPINMASTER,JUGUETRON,"112 GALERIAS COAPÁ",11956031037,11956031037,"SFP SET MAX Y SNOWBALL VINIL",0,0,0,852,305539
2016-12-01,SPINMASTER,JUGUETRON,"119 LERMA",11956019458,11956019458,"VEHICULO DE ATAQUE CON FIGURA",0,0,0,909,276892
2016-12-01,SPINMASTER,JUGUETRON,"112 GALERIAS COAPÁ",11956024350,11956024350,"DWD CHIMUELO GIGANTE 23",0,0,0,852,305539
2016-12-01,SPINMASTER,JUGUETRON,"118 TLALNEPANTLA",11956028762,11956028762,"TMT MOV2 FIGURA BASICA 5",239,0,0,923,299954
2016-12-01,SPINMASTER,JUGUETRON,"111 LEBRIJA",11956026199,11956026199,"PAW INX CAJITA MARSHALL",279,0,0,694,320149
2016-12-01,SPINMASTER,JUGUETRON,"110 PLAZA CIBELES IRAPUATO",11956028069,11956028069,"PAW CUARTEL DE LA SELVA",0,0,0,793,378796
2016-12-01,SPINMASTER,JUGUETRON,"110 PLAZA CIBELES IRAPUATO",11956020370,11956020370,"BGM HEDBANZ ACTUALO",369,0,0,793,378796
2016-12-01,SPINMASTER,JUGUETRON,"109 PABELLON POLANCO",11956026426,11956026426,"TMNT FIGURA CON SONIDO 6",0,0,0,575,273754
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956028390,11956028390,"BRP BRIGHTLINGS MUNECA INTERACTIVA",0,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956022493,11956022493,"MINI PELUCHES DRAGON DE 4",74,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956014830,11956014830,"MB 4 PACK STAR WARS",0,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"107 CENTRAL DE ABASTOS",11956026426,11956026426,"TMNT FIGURA CON SONIDO 6",0,0,0,608,199265
2016-12-01,SPINMASTER,JUGUETRON,"106 REAL CENTER GUADALAJARA",11956031704,11956031704,"PAW VEHICULO BASICO TEMATICO",0,0,0,423,182370
2016-12-01,SPINMASTER,JUGUETRON,"106 REAL CENTER GUADALAJARA",11956022690,11956022690,"BGM HIJOS CONTRA PADRES DISNEY",0,0,0,423,182370
2016-12-01,SPINMASTER,JUGUETRON,"105 GALERÍAS METEPEC",11956026621,11956026621,"PAW PLAYSET DE CACHORRO A HEROE",0,0,0,705,297376
2016-12-01,SPINMASTER,JUGUETRON,"104 MUNDO E",11956033033,11956033033,"PAW INX VEHICULOS DELUXE",0,0,0,286,86182
2016-12-01,SPINMASTER,JUGUETRON,"104 MUNDO E",11956024350,11956024350,"DWD CHIMUELO GIGANTE 23",0,0,0,286,86182
2016-12-01,SPINMASTER,JUGUETRON,"103 INSURGENTES",11956027368,11956027368,"PAW 6 PACK CACHORROS TRANSFORMABLES  EXCLUSIVA JUGUETRON",949,0,0,615,315126
2016-12-01,SPINMASTER,JUGUETRON,"103 INSURGENTES",11956018010,11956018010,"BGM HEDBANZ NINOS",299,0,0,615,315126
2016-12-01,SPINMASTER,JUGUETRON,"102 SAN COSME",11956024607,11956024607,"DGB DIGIBIRD INDIVIDUAL",538,0,0,312,120035
2016-12-01,SPINMASTER,JUGUETRON,"501 CENTRO JUGUETERO",11956027989,11956027989,"SFP PELUCHE DE LUJO CON SONIDO",0,0,0,965,445525
2016-12-01,SPINMASTER,JUGUETRON,"161 GALERIAS CELAYA",11956024266,11956024266,"PAW VEHICULO BASICO",349,0,0,340,137757
2016-12-01,SPINMASTER,JUGUETRON,"101 GALERÍAS QUERETARO",11956027870,11956027870,"DNG SET CON VIDA",0,0,0,687,315394
2016-12-01,SPINMASTER,JUGUETRON,"295 CEDIS JUGUETRON",11956028696,11956028696,"PAW INX VEHICULOS BASICOS",0,0,0,10673,4537779
2016-12-01,SPINMASTER,JUGUETRON,"160 GALERIAS ZACATECAS",11956026555,11956026555,"BGM AVENTURAS PAW PATROL",239,0,0,304,105326
2016-12-01,SPINMASTER,JUGUETRON,"295 CEDIS JUGUETRON",11956020276,11956020276,"DWD MINI DRAGONES",0,0,0,10673,4537779
2016-12-01,SPINMASTER,JUGUETRON,"159 PATRIA",11956028390,11956028390,"BRP BRIGHTLINGS MUNECA INTERACTIVA",0,0,0,703,221747
2016-12-01,SPINMASTER,JUGUETRON,"187 TAMPICO",11956026569,11956026569,"BGM VASOS LOCOS",0,0,0,265,90755
2016-12-01,SPINMASTER,JUGUETRON,"159 PATRIA",11956022300,11956022300,"TMNT MINIFIGURAS 2 FOIL PACK",0,0,0,703,221747
2016-12-01,SPINMASTER,JUGUETRON,"185 CONSTITUYENTES QRO.",11956024270,11956024270,"PAW FIGURA PILOTOS DE RES CATE",476,0,0,470,215197
2016-12-01,SPINMASTER,JUGUETRON,"158 RIO MAYO",11956026593,11956026593,"PAW CACHORROS HEROES",179,0,0,651,301823
2016-12-01,SPINMASTER,JUGUETRON,"138 PLAZA VALLE ORIZABA",11956026410,11956026410,"KNS KINETIC SAND GEMAS PRECIOSAS",0,0,0,311,117822
2016-12-01,SPINMASTER,JUGUETRON,"183 TEOPANZOLCO",11956024269,11956024269,"PAW PELUCHE BASICO 8",259,0,0,287,108512
2016-12-01,SPINMASTER,JUGUETRON,"157 TOWN CENTER ROSARIO",11956028760,11956028760,"TMT MOVIE 2 FIGURAS 11",699,0,0,223,92161
2016-12-01,SPINMASTER,JUGUETRON,"137 ANDARES GUADALAJARA",11956028035,11956028035,"PPG PLH 8 BASIC PLUSH AST MML 8PK",0,0,0,568,187265
2016-12-01,SPINMASTER,JUGUETRON,"182 ECATEPEC",11956018010,11956018010,"BGM HEDBANZ NINOS",299,0,0,409,144293
2016-12-01,SPINMASTER,JUGUETRON,"157 TOWN CENTER ROSARIO",11956019459,11956019459,"TMNT FIGURAS DE 6  CON SONIDO",348,0,0,223,92161
2016-12-01,SPINMASTER,JUGUETRON,"136 PLAZA NEZA CD. JARDIN",11956035247,11956035247,"EGG PENGUALAS TEAL EGG AST MML 2PK",0,0,0,764,291832
2016-12-01,SPINMASTER,JUGUETRON,"180 JUGUETRON ONLINE",11956034397,11956034397,"MBP BELLOWING BEAR",0,0,0,509,260363
2016-12-01,SPINMASTER,JUGUETRON,"156 TABASCO 2000",11956024350,11956024350,"DWD CHIMUELO GIGANTE 23",0,0,0,398,147402
2016-12-01,SPINMASTER,JUGUETRON,"136 PLAZA NEZA CD. JARDIN",11956026201,11956026201,"PAW INX TORRE",0,0,0,764,291832
2016-12-01,SPINMASTER,JUGUETRON,"180 JUGUETRON ONLINE",11956024527,11956024527,"STF REPUESTOS DE ANIMALES Y ALIMENTOS",0,0,0,509,260363
2016-12-01,SPINMASTER,JUGUETRON,"155 PEDREGAL",11956027388,11956027388,"TMT ARMAS DE BATALLA CON SONIDO",469,0,0,687,310563
2016-12-01,SPINMASTER,JUGUETRON,"135 SAN JERONIMO",11956027992,11956027992,"SFP FIG ACCION SONIDO",0,0,0,475,197819
2016-12-01,SPINMASTER,JUGUETRON,"178 RUIZ CORTINEZ",11956026554,11956026554,"BGM MEMORIA PAW PATROL",179,0,0,489,205663
2016-12-01,SPINMASTER,JUGUETRON,"154 ALTABRISA MERIDA",11956035246,11956035246,"EGG HATCHIMALS PENGUALAS PINK EGGS AST MML 2PK",0,0,0,398,199002
2016-12-01,SPINMASTER,JUGUETRON,"134 POWER CENTER COACALCO",11956031728,11956031728,"DOG ZOOMER ZUPPIES",0,0,0,478,154872
2016-12-01,SPINMASTER,JUGUETRON,"177 BERNARDO QUINTANA",11956027969,11956027969,"KNS KINETIC SAND SET PAW PATROL",0,0,0,465,244619
2016-12-01,SPINMASTER,JUGUETRON,"154 ALTABRISA MERIDA",11956024266,11956024266,"PAW VEHICULO BASICO",349,0,0,398,199002
2016-12-01,SPINMASTER,JUGUETRON,"134 POWER CENTER COACALCO",11956024265,11956024265,"PAW FIGURA CACHORROS TRANSFORMABLES",0,0,0,478,154872
2016-12-01,SPINMASTER,JUGUETRON,"176 VIA VALLEJO",11956031037,11956031037,"SFP SET MAX Y SNOWBALL VINIL",0,0,0,459,172120
2016-12-01,SPINMASTER,JUGUETRON,"153 TUXTLA",11956026621,11956026621,"PAW PLAYSET DE CACHORRO A HEROE",0,0,0,667,270669
2016-12-01,SPINMASTER,JUGUETRON,"133 ALTARIA AGUASCALIENTES",11956027114,11956027114,"PAW INX CAJITA RUBBLE",-279,0,0,342,94540
2016-12-01,SPINMASTER,JUGUETRON,"176 VIA VALLEJO",11956020259,11956020259,"DWD DRAGONES DE ACCION",349,0,0,459,172120
2016-12-01,SPINMASTER,JUGUETRON,"152 SAN LUIS CARSO",11956031704,11956031704,"PAW VEHICULO BASICO TEMATICO",0,0,0,333,99223
2016-12-01,SPINMASTER,JUGUETRON,"132 LA CUSPIDE",11956028760,11956028760,"TMT MOVIE 2 FIGURAS 11",699,0,0,319,149185
2016-12-01,SPINMASTER,JUGUETRON,"175 GALERIAS TOLUCA",11956024527,11956024527,"STF REPUESTOS DE ANIMALES Y ALIMENTOS",0,0,0,262,120376
2016-12-01,SPINMASTER,JUGUETRON,"152 SAN LUIS CARSO",11956024270,11956024270,"PAW FIGURA PILOTOS DE RES CATE",476,0,0,333,99223
2016-12-01,SPINMASTER,JUGUETRON,"132 LA CUSPIDE",11956020276,11956020276,"DWD MINI DRAGONES",0,0,0,319,149185
2016-12-01,SPINMASTER,JUGUETRON,"174 GOURMETERIA",11956026554,11956026554,"BGM MEMORIA PAW PATROL",179,0,0,406,150952
2016-12-01,SPINMASTER,JUGUETRON,"151 VILLA HERMOSA LAS AMERICAS",11956026466,11956026466,"KNS KINETIC SAND SET CONSTRUCCION HELADOS",289,0,0,369,130833
2016-12-01,SPINMASTER,JUGUETRON,"131 FORUM COATZACOALCOS",11956025222,11956025222,"KNS KIT DE PLAYA KINETIC SAND",0,0,0,248,64112
2016-12-01,SPINMASTER,JUGUETRON,"173 GALERIAS SERDAN",11956028574,11956028574,"AGB SPEEDSTERS",89,0,0,341,118853
2016-12-01,SPINMASTER,JUGUETRON,"150 SAN LUIS",11956028069,11956028069,"PAW CUARTEL DE LA SELVA",0,0,0,329,114468
2016-12-01,SPINMASTER,JUGUETRON,"130 PLAZA PATRIA",11956027870,11956027870,"DNG SET CON VIDA",0,0,0,292,111507
2016-12-01,SPINMASTER,JUGUETRON,"172 GALERIAS MAZATLAN",11956031728,11956031728,"DOG ZOOMER ZUPPIES",0,0,0,302,82187
2016-12-01,SPINMASTER,JUGUETRON,"149 LEÒN PLAZA MAYOR",11956034270,11956034270,"MBP 8 PELUCHES DE ANIMALES",0,0,0,518,202609
2016-12-01,SPINMASTER,JUGUETRON,"129 CUERNAVACA SAN DIEGO",11956028761,11956028761,"TMT MOV2 FIGURA 6",2045,0,0,276,100058
2016-12-01,SPINMASTER,JUGUETRON,"172 GALERIAS MAZATLAN",11956020693,11956020693,"BATALLA DE LOS SEXOS",0,0,0,302,82187
2016-12-01,SPINMASTER,JUGUETRON,"149 LEÒN PLAZA MAYOR",11956024350,11956024350,"DWD CHIMUELO GIGANTE 23",0,0,0,518,202609
2016-12-01,SPINMASTER,JUGUETRON,"129 CUERNAVACA SAN DIEGO",11956020699,11956020699,"BGM HIJOS CONTRA PADRES",289,0,0,276,100058
2016-12-01,SPINMASTER,JUGUETRON,"171 TECAMACHALCO",11956026423,11956026423,"TMT FIGURAS 6 LANZA Y ATACA",409,0,0,509,210166
2016-12-01,SPINMASTER,JUGUETRON,"148 GRAN PLAZA MERIDA",11956026425,11956026425,"TMNT FIGURA 2 5",0,0,0,292,102686
2016-12-01,SPINMASTER,JUGUETRON,"128 PLAZA LAS AMERICAS",11956026555,11956026555,"BGM AVENTURAS PAW PATROL",239,0,0,778,342479
2016-12-01,SPINMASTER,JUGUETRON,"170 METROPOLI PATRIOTISMO",11956028029,11956028029,"PPG 6 DELUXE DOLL AST MML 3PK",0,0,0,157,69723
2016-12-01,SPINMASTER,JUGUETRON,"147 MONTEJO",11956027992,11956027992,"SFP FIG ACCION SONIDO",0,0,0,378,190554
2016-12-01,SPINMASTER,JUGUETRON,"127 PREMIUM OUTLET",11956028639,11956028639,"KNS BLD KINETIC BUILD BICOLOR 500 GRS",319,0,0,866,229647
2016-12-01,SPINMASTER,JUGUETRON,"169 GALERIAS CAMPECHE",11956031362,11956031362,"AGB PELUCHE ASST  8 8 PK",409,0,0,373,124203
2016-12-01,SPINMASTER,JUGUETRON,"146 ALTABRISA TABASCO",11956028640,11956028640,"KNS BLD KINETIC BUILD SET DE JUEGO",0,0,0,338,121845
2016-12-01,SPINMASTER,JUGUETRON,"127 PREMIUM OUTLET",11956021472,11956021472,"KAWAII CRUSH  CENTRO COMERCIAL",0,0,0,866,229647
2016-12-01,SPINMASTER,JUGUETRON,"169 GALERIAS CAMPECHE",11956022690,11956022690,"BGM HIJOS CONTRA PADRES DISNEY",0,0,0,373,124203
2016-12-01,SPINMASTER,JUGUETRON,"146 ALTABRISA TABASCO",11956020580,11956020580,"TMT FIGURAS 6 FLINGERZ",0,0,0,338,121845
2016-12-01,SPINMASTER,JUGUETRON,"127 PREMIUM OUTLET",11956013249,11956013249,"PAPERONI ESTUDIO DE LUJO",0,0,0,866,229647
2016-12-01,SPINMASTER,JUGUETRON,"168 OAXACA",11956026425,11956026425,"TMNT FIGURA 2 5",0,0,0,532,268245
2016-12-01,SPINMASTER,JUGUETRON,"145 XALAPA LAS ANIMAS",11956026203,11956026203,"PAW INX COCHE CHASE",0,0,0,351,155924
2016-12-01,SPINMASTER,JUGUETRON,"126 GALERIAS CUERNAVACA",11956026427,11956026427,"VEHICULO BASICO CON FIGURA",0,0,0,731,360033
2016-12-01,SPINMASTER,JUGUETRON,"167 TECNOLOGICO METEPEC",11956028579,11956028579,"AGB SET EXPLOSION CD PUERCOS",659,0,0,943,456095
2016-12-01,SPINMASTER,JUGUETRON,"144 XALAPA LAS AMERICAS",11956028029,11956028029,"PPG 6 DELUXE DOLL AST MML 3PK",0,0,0,1053,480867
2016-12-01,SPINMASTER,JUGUETRON,"125 LEON",11956028574,11956028574,"AGB SPEEDSTERS",89,0,0,455,205505
2016-12-01,SPINMASTER,JUGUETRON,"167 TECNOLOGICO METEPEC",11956022690,11956022690,"BGM HIJOS CONTRA PADRES DISNEY",0,0,0,943,456095
2016-12-01,SPINMASTER,JUGUETRON,"144 XALAPA LAS AMERICAS",11956020370,11956020370,"BGM HEDBANZ ACTUALO",369,0,0,1053,480867
2016-12-01,SPINMASTER,JUGUETRON,"125 LEON",11956020259,11956020259,"DWD DRAGONES DE ACCION",349,0,0,455,205505
2016-12-01,SPINMASTER,JUGUETRON,"118 TLALNEPANTLA",11956027991,11956027991,"SFP FIG ACCION",0,0,0,923,299954
2016-12-01,SPINMASTER,JUGUETRON,"166 PLAZA CRYSTAL",11956026208,11956026208,"PAW CACHORROS TRANSFORMABLES JUMBO",439,0,0,211,68966
2016-12-01,SPINMASTER,JUGUETRON,"143 CORDOBA",11956024609,11956024609,"DGB DIGIBIRD TRIO",0,0,0,329,130250
2016-12-01,SPINMASTER,JUGUETRON,"124 GALERIAS PACHUCA",11956026113,11956026113,"TMT MUTATIONS MASCOTA A TORTUGA NINJA",409,0,0,618,249495
2016-12-01,SPINMASTER,JUGUETRON,"118 TLALNEPANTLA",11956019759,11956019759,"VEHICULOS ROLL A SCARE",0,0,0,923,299954
2016-12-01,SPINMASTER,JUGUETRON,"165 SAN JUAN DEL RIO",11956027991,11956027991,"SFP FIG ACCION",0,0,0,297,89135
2016-12-01,SPINMASTER,JUGUETRON,"142 URUAPAN AGORA",11956027454,11956027454,"PAW TABLETA DE RYDER",0,0,0,762,376788
2016-12-01,SPINMASTER,JUGUETRON,"123 GALERIAS GUADALAJARA",11956028029,11956028029,"PPG 6 DELUXE DOLL AST MML 3PK",0,0,0,355,89583
2016-12-01,SPINMASTER,JUGUETRON,"117 TOLLIN CENTER",11956026423,11956026423,"TMT FIGURAS 6 LANZA Y ATACA",409,0,0,597,213916
2016-12-01,SPINMASTER,JUGUETRON,"164 LEON SUR",11956035246,11956035246,"EGG HATCHIMALS PENGUALAS PINK EGGS AST MML 2PK",0,0,0,525,257340
2016-12-01,SPINMASTER,JUGUETRON,"141 LAS AMERICAS BOCA DEL RIO",11956034399,11956034399,"MBP PYS BIG BEAR HOUSE",0,0,0,437,172646
2016-12-01,SPINMASTER,JUGUETRON,"123 GALERIAS GUADALAJARA",11956020693,11956020693,"BATALLA DE LOS SEXOS",0,0,0,355,89583
2016-12-01,SPINMASTER,JUGUETRON,"116 ANGELOPOLIS",11956031649,11956031649,"TMT MOV2 CAMION C FIGURA",0,0,0,648,214055
2016-12-01,SPINMASTER,JUGUETRON,"164 LEON SUR",11956024607,11956024607,"DGB DIGIBIRD INDIVIDUAL",538,0,0,525,257340
2016-12-01,SPINMASTER,JUGUETRON,"141 LAS AMERICAS BOCA DEL RIO",11956024269,11956024269,"PAW PELUCHE BASICO 8",259,0,0,437,172646
2016-12-01,SPINMASTER,JUGUETRON,"121 OUTLET PUEBLA",11956034399,11956034399,"MBP PYS BIG BEAR HOUSE",0,0,0,731,199102
2016-12-01,SPINMASTER,JUGUETRON,"590 CEDIS CENTRO JUGUETERO",11956028761,11956028761,"TMT MOV2 FIGURA 6",2045,0,0,1384,417316
2016-12-01,SPINMASTER,JUGUETRON,"116 ANGELOPOLIS",11956024350,11956024350,"DWD CHIMUELO GIGANTE 23",0,0,0,648,214055
2016-12-01,SPINMASTER,JUGUETRON,"163 ANTEA QUERETARO",11956027389,11956027389,"PAW SET CACHORROS METALICOS",0,0,0,523,211848
2016-12-01,SPINMASTER,JUGUETRON,"140 PALMAS",11956026593,11956026593,"PAW CACHORROS HEROES",179,0,0,853,452780
2016-12-01,SPINMASTER,JUGUETRON,"121 OUTLET PUEBLA",11956024379,11956024379,"TMNT EVOLUTION PACK DE PELICULA",209,0,0,731,199102
2016-12-01,SPINMASTER,JUGUETRON,"505 PRICE TOYS ECATEPEC",11956024271,11956024271,"PAW SET DE JUEGO",0,0,0,359,158893
2016-12-01,SPINMASTER,JUGUETRON,"115 PERINORTE",11956027341,11956027341,"DGB DIGIBIRD 2 EN 1 STAND DE ARBOL",0,0,0,324,123203
2016-12-01,SPINMASTER,JUGUETRON,"162 PLAZA TLALNEPANTLA",11956034270,11956034270,"MBP 8 PELUCHES DE ANIMALES",0,0,0,307,115301
2016-12-01,SPINMASTER,JUGUETRON,"139 GALERIAS ATIZAPAN",11956028639,11956028639,"KNS BLD KINETIC BUILD BICOLOR 500 GRS",319,0,0,517,210122
2016-12-01,SPINMASTER,JUGUETRON,"121 OUTLET PUEBLA",11956019031,11956019031,"LINTERNA EXPLORADORA",0,0,0,731,199102
2016-12-01,SPINMASTER,JUGUETRON,"503 PRICE TOYS VALLEJO",11956024608,11956024608,"DGB JAULA PARA DIGIBIRD",0,0,0,504,225514
2016-12-01,SPINMASTER,JUGUETRON,"114 C. C. SANTA FE",11956028762,11956028762,"TMT MOV2 FIGURA BASICA 5",239,0,0,376,159204
2016-12-01,SPINMASTER,JUGUETRON,"162 PLAZA TLALNEPANTLA",11956020259,11956020259,"DWD DRAGONES DE ACCION",349,0,0,307,115301
2016-12-01,SPINMASTER,JUGUETRON,"139 GALERIAS ATIZAPAN",11956024157,11956024157,"PELUCHE LANZABLE DE CHIMUELO",0,0,0,517,210122
2016-12-01,SPINMASTER,JUGUETRON,"120 PUEBLA 5 DE MAYO",11956028759,11956028759,"TMT MOV2 ARMAS",409,0,0,1134,501253
2016-12-01,SPINMASTER,JUGUETRON,"114 C. C. SANTA FE",11956024157,11956024157,"PELUCHE LANZABLE DE CHIMUELO",0,0,0,376,159204
2016-12-01,SPINMASTER,JUGUETRON,"120 PUEBLA 5 DE MAYO",11956024271,11956024271,"PAW SET DE JUEGO",0,0,0,1134,501253
2016-12-01,SPINMASTER,JUGUETRON,"113 GALERIAS INSURGENTES",11956027341,11956027341,"DGB DIGIBIRD 2 EN 1 STAND DE ARBOL",0,0,0,398,164283
2016-12-01,SPINMASTER,JUGUETRON,"119 LERMA",11956026693,11956026693,"KNS KINETIC SAND MARIPOSA VOLCAN",0,0,0,909,276892
2016-12-01,SPINMASTER,JUGUETRON,"112 GALERIAS COAPÁ",11956035249,11956035249,"EGG DRAGLEES PURPLE EGG AST MML2PK",0,0,0,852,305539
2016-12-01,SPINMASTER,JUGUETRON,"119 LERMA",11956019777,11956019777,"PELUCHES AGITA Y ASUSTA",0,0,0,909,276892
2016-12-01,SPINMASTER,JUGUETRON,"112 GALERIAS COAPÁ",11956026202,11956026202,"PAW INX COCHE RUBBLE",0,0,0,852,305539
2016-12-01,SPINMASTER,JUGUETRON,"118 TLALNEPANTLA",11956034405,11956034405,"MBP SNAP FASHION MASHA DOLL",0,0,0,923,299954
2016-12-01,SPINMASTER,JUGUETRON,"111 LEBRIJA",11956027345,11956027345,"DGB DIGIOWL INDIVIDUAL",0,0,0,694,320149
2016-12-01,SPINMASTER,JUGUETRON,"110 PLAZA CIBELES IRAPUATO",11956028759,11956028759,"TMT MOV2 ARMAS",409,0,0,793,378796
2016-12-01,SPINMASTER,JUGUETRON,"110 PLAZA CIBELES IRAPUATO",11956024271,11956024271,"PAW SET DE JUEGO",0,0,0,793,378796
2016-12-01,SPINMASTER,JUGUETRON,"109 PABELLON POLANCO",11956026761,11956026761,"SC COLCHA ACOGEDORA",0,0,0,575,273754
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956029033,11956029033,"BGM RETO EN FAMILIA",0,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956023814,11956023814,"BGM BIGOTAZO",279,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"108 PLAZA LINDAVISTA",11956017483,11956017483,"PIZARRA PORTATIL AQUA DOODLE A COLOR",0,0,0,1154,334409
2016-12-01,SPINMASTER,JUGUETRON,"107 CENTRAL DE ABASTOS",11956027368,11956027368,"PAW 6 PACK CACHORROS TRANSFORMABLES  EXCLUSIVA JUGUETRON",949,0,0,608,199265
2016-12-01,SPINMASTER,JUGUETRON,"107 CENTRAL DE ABASTOS",11956015602,11956015602,"ZOOBLES EXPRESIONES",0,0,0,608,199265
2016-12-01,SPINMASTER,JUGUETRON,"106 REAL CENTER GUADALAJARA",11956024609,11956024609,"DGB DIGIBIRD TRIO",0,0,0,423,182370
2016-12-01,SPINMASTER,JUGUETRON,"105 GALERÍAS METEPEC",11956027926,11956027926,"DNG SET CREATIVO",0,0,0,705,297376
2016-12-01,SPINMASTER,JUGUETRON,"105 GALERÍAS METEPEC",11956019459,11956019459,"TMNT FIGURAS DE 6  CON SONIDO",348,0,0,705,297376
2016-12-01,SPINMASTER,JUGUETRON,"104 MUNDO E",11956026203,11956026203,"PAW INX COCHE CHASE",0,0,0,286,86182
2016-12-01,SPINMASTER,JUGUETRON,"103 INSURGENTES",11956028069,11956028069,"PAW CUARTEL DE LA SELVA",0,0,0,615,315126
2016-12-01,SPINMASTER,JUGUETRON,"103 INSURGENTES",11956022842,11956022842,"MIN STEVE DE VINIL",509,0,0,615,315126
2016-12-01,SPINMASTER,JUGUETRON,"102 SAN COSME",11956026462,11956026462,"TMT MEGA FIGURA 11 CLASICA CON VILLANO",0,0,0,312,120035
2016-12-01,SPINMASTER,JUGUETRON,"501 CENTRO JUGUETERO",11956028759,11956028759,"TMT MOV2 ARMAS",409,0,0,965,445525
2016-12-01,SPINMASTER,JUGUETRON,"161 GALERIAS CELAYA",11956026202,11956026202,"PAW INX COCHE RUBBLE",0,0,0,340,137757
2016-12-01,SPINMASTER,JUGUETRON,"101 GALERÍAS QUERETARO",11956028583,11956028583,"AGB FIG ACCION LUJO SONIDO",409,0,0,687,315394
2016-12-01,SPINMASTER,JUGUETRON,"295 CEDIS JUGUETRON",11956035248,11956035248,"EGG DRAGLEES GREEN EGG AST MML 2PK",0,0,0,10673,4537779
2016-12-01,SPINMASTER,JUGUETRON,"160 GALERIAS ZACATECAS",11956027454,11956027454,"PAW TABLETA DE RYDER",0,0,0,304,105326
2016-12-01,SPINMASTER,JUGUETRON,"101 GALERÍAS QUERETARO",11956022024,11956022024,"TMNT MINIFIGURAS 2 FOIL PACK",41,0,0,687,315394
2016-12-01,SPINMASTER,JUGUETRON,"295 CEDIS JUGUETRON",11956022972,11956022972,"PEZ ROBOT  2 CORALES Y CASTILLO",0,0,0,10673,4537779
2016-12-01,SPINMASTER,JUGUETRON,"159 PATRIA",11956028958,11956028958,"STF KIT PROFESIONAL",0,0,0,703,221747
2016-12-01,SPINMASTER,JUGUETRON,"187 TAMPICO",11956027989,11956027989,"SFP PELUCHE DE LUJO CON SONIDO",0,0,0,265,90755
2016-12-01,SPINMASTER,JUGUETRON,"159 PATRIA",11956024266,11956024266,"PAW VEHICULO BASICO",349,0,0,703,221747
2016-12-01,SPINMASTER,JUGUETRON,"185 CONSTITUYENTES QRO.",11956026554,11956026554,"BGM MEMORIA PAW PATROL",179,0,0,470,215197
2016-12-01,SPINMASTER,JUGUETRON,"158 RIO MAYO",11956027388,11956027388,"TMT ARMAS DE BATALLA CON SONIDO",469,0,0,651,301823
2016-12-01,SPINMASTER,JUGUETRON,"138 PLAZA VALLE ORIZABA",11956027033,11956027033,"PAW CACHORROS AEREOS",0,0,0,311,117822
2016-12-01,SPINMASTER,JUGUETRON,"183 TEOPANZOLCO",11956026203,11956026203,"PAW INX COCHE CHASE",0,0,0,287,108512
2016-12-01,SPINMASTER,JUGUETRON,"157 TOWN CENTER ROSARIO",11956034405,11956034405,"MBP SNAP FASHION MASHA DOLL",0,0,0,223,92161
2016-12-01,SPINMASTER,JUGUETRON,"137 ANDARES GUADALAJARA",11956028762,11956028762,"TMT MOV2 FIGURA BASICA 5",239,0,0,568,187265
2016-12-01,SPINMASTER,JUGUETRON,"182 ECATEPEC",11956024479,11956024479,"PAW MINI FIGURAS",0,0,0,409,144293
2016-12-01,SPINMASTER,JUGUETRON,"157 TOWN CENTER ROSARIO",11956024266,11956024266,"PAW VEHICULO BASICO",349,0,0,223,92161
2016-12-01,SPINMASTER,JUGUETRON,"137 ANDARES GUADALAJARA",11956022445,11956022445,"DRAGONES DE PELUCHE SIN SONIDO",0,0,0,568,187265
2016-12-01,SPINMASTER,JUGUETRON,"181 VISTA HERMOSA",11956024265,11956024265,"PAW FIGURA CACHORROS TRANSFORMABLES",0,0,0,479,165582
2016-12-01,SPINMASTER,JUGUETRON,"156 TABASCO 2000",11956026258,11956026258,"PAW VEHICULO DE LUZ Y SONIDO DE PAW PATROL",1059,0,0,398,147402
